,content,label,token
1422,7月7日，北京市旅游发展委员会召开新闻发布会，宣布8月1日起施行《北京市旅游条例》（以下简称《条例》），原《北京市旅游管理条例》同时废止。,1,NUM 月 NUM 日 北京市 旅游 发展 委员会 召开 新闻 发布会 宣布 NUM 月 NUM 日起 施行 北京市 旅游 条例 以下 简称 条例 原 北京市 旅游 管理条例 同时 废止
1423,据北京市人大常委会法制办公室副巡视员姜俊梅介绍，《条例》立法遵循两个基本原则，一是坚持问题导向，用问题引导立法，以立法解决问题；二是从实际出发，细化补充上位法（《旅游法》），做好与上位法的衔接。“《旅游法》对旅游者、旅游服务合同、旅游安全和旅游纠纷处理等方面的规定比较具体，对此，《条例》不再作出重复规定，但在旅游发展规划、旅游公共服务、网络旅游经营管理、自有住宅经营旅游、景区承载量和综合协调机制等方面，《旅游法》的规定相对原则，为地方结合自身特点制定地方性法规留有空间，《条例》正是对本市的地方立法加以补充和细化，以增强《旅游法》的可操作性和可执行性。”,1,据 北京市人大常委会 法制 办公室 副 巡视员 姜俊梅 介绍 条例 立法 遵循 两个 基本 原则 一是 坚持 问题 导向 用 问题 引导 立法 以 立法 解决问题 二 是从 实际 出发 细化 补充 上位法 旅游 法 做好 与 上位法 的 衔接 旅游 法对 旅游者 旅游 服务 合同 旅游 安全 和 旅游 纠纷 处理 等 方面 的 规定 比较 具体 对此 条例 不再 作出 重复 规定 但 在 旅游 发展 规划 旅游 公共服务 网络 旅游 经营 管理 自有 住宅 经营 旅游 景区 承载量 和 综合 协调 机制 等 方面 旅游 法 的 规定 相对 原则 为 地方 结合 自身 特点 制定 地方性 法规 留有 空间 条例 正是 对 本市 的 地方 立法 加以 补充 和 细化 以 增强 旅游 法 的 可操作性 和 可执行性
1424,《条例》突出首都旅游特色，发挥旅游业在强化首都核心功能中的作用，重点解决三个问题，北京市旅游发展委员会主任宋宇说：“一是强化首都核心功能，提升旅游文化内涵；二是整顿旅游市场秩序，治理非法‘一日游’；三是按照《旅游法》要求，完善民宿经营管理。”,1,条例 突出 首都 旅游 特色 发挥 旅游业 在 强化 首都 核心 功能 中 的 作用 重点 解决 三个 问题 北京市 旅游 发展 委员会 主任 宋宇 说 一 是 强化 首都 核心 功能 提升 旅游 文化 内涵 二是 整顿 旅游 市场秩序 治理 非法 一日游 三是 按照 旅游 法 要求 完善 民宿 经营 管理
1425,宋宇表示，为充分弘扬和传承首都的历史文化，《条例》分别从发掘旅游资源的文化内涵、世界文化遗产景区实行讲解员管理制度、加强导游人文地理和历史文化培训等方面进行了规定。如，第十四条规定，旅游行政部门应当会同有关部门组织发掘本市旅游资源的文化内涵，支持开发大型旅游节庆活动、文化演出和精品剧目，鼓励利用北京文化资源优势开发旅游产品。第三十一条规定，在列入世界文化遗产名录的景区实行讲解员管理制度，未经景区培训并取得景区讲解员证的人员不得在景区内为旅游团队提供讲解服务。第三十二条鼓励景区聘请专家学者担任讲解员，提升景区文化品质等。,1,宋宇 表示 为 充分 弘扬 和 传承 首都 的 历史 文化 条例 分别 从 发掘 旅游 资源 的 文化 内涵 世界 文化遗产 景区 实行 讲解员 管理制度 加强 导游 人文地理 和 历史 文化 培训 等 方面 进行 了 规定 如 第十四条 规定 旅游 行政部门 应当 会同 有关 部门 组织 发掘 本市 旅游 资源 的 文化 内涵 支持 开发 大型 旅游 节庆 活动 文化 演出 和 精品 剧目 鼓励 利用 北京 文化 资源优势 开发 旅游 产品 第三十一条 规定 在 列入 世界 文化遗产 名录 的 景区 实行 讲解员 管理制度 未经 景区 培训 并 取得 景区 讲解员 证 的 人员 不得 在 景区 内为 旅游 团队 提供 讲解 服务 第三十二条 鼓励 景区 聘请 专家学者 担任 讲解员 提升 景区 文化 品质 等
1426,“北京市旅游市场以散客为主，旅游散客占比达到90%以上，客观上存在着‘一日游’需求；同时，旅游设施就整体而言可以满足旅游散客需求，但配置还存在着不科学、不合理之处，特别是公共交通在十三陵、八达岭等热点旅游景区配置不完善，为非法‘一日游’渗入提供了机会和空间；旅游信息提供散、乱、缺乏权威，政府公共旅游信息服务供给不足，给非法旅游信息以较大传播空间；非法‘一日游’经营利益链条严密，获利高，违法成本低，非法经营者有恃无恐；而目前的行政管理分散化、碎片化，运动式执法方式和旅游投诉处理机制不适应治理非法‘一日游’的需要。”宋宇说。,1,北京市 旅游 市场 以 散客 为主 旅游 散客 占 比 达到 NUM 以上 客观 上 存在 着 一日游 需求 同时 旅游 设施 就 整体而言 可以 满足 旅游 散客 需求 但 配置 还 存在 着 不 科学 不合理 之 处 特别 是 公共交通 在 十三陵 八达岭 等 热点 旅游 景区 配置 不 完善 为 非法 一日游 渗入 提供 了 机会 和 空间 旅游 信息 提供 散乱 缺乏 权威 政府 公共 旅游 信息 服务 供给 不足 给 非法 旅游 信息 以 较大 传播 空间 非法 一日游 经营 利益 链条 严密 获利 高 违法 成本低 非法 经营者 有恃无恐 而 目前 的 行政 管理 分散化 碎片 化 运动 式 执法 方式 和 旅游 投诉 处理 机制 不 适应 治理 非法 一日游 的 需要 宋宇 说
1427,针对这些问题，《条例》按照疏堵结合，管理与服务并重，扩大公共服务供给，切断非法“一日游“信息传播链条、服务链条和利益链条的思路，设“一日游”专节，对突出的违法情形集中作出规定。,1,针对 这些 问题 条例 按照 疏堵 结合 管理 与 服务 并重 扩大 公共服务 供给 切断 非法 一日游 信息 传播 链条 服务 链条 和 利益 链条 的 思路 设 一日游 专节 对 突出 的 违法 情形 集中 作出 规定
1428,《条例》第五十二条明确“一日游”概念，规定“一日游”经营主体为旅行社，旅行社的服务内容包括：交通、餐饮、游览、导游，旅游者以总价支付旅游费用。划清合法“一日游”经营与非法“一日游”经营的区别。同时，在第五十三条集中列举了6类非法“一日游”经营行为，并做出禁止性规定。禁止的经营主体为“任何单位和个人”。禁止的行为包括：一、未取得旅行社经营许可、旅游客运经营许可、导游证，从事“一日游”经营服务活动（即通常所说的黑车、黑社、黑导）；二、擅自在公共场散发、悬挂、张贴“一日游”产品广告；三、冒用旅行社、旅游集散中心、公交客运企业名义，利用公交站牌、互联网、旅游地图等媒介或者在旅馆、车站等公共场所，发布“一日游”虚假信息非法揽客；四、以不合理低价非法揽客，并在旅游行程中向旅游者索要合同约定以外的费用，诱骗、强迫或者变相强迫旅游者参加购物活动（即低价揽客、二次加价和强买强卖）；五、擅自变更行程或者中止服务，甩团、甩客；六、追逐拦截旅游者索要财物。,1,条例 第五十二 条 明确 一日游 概念 规定 一日游 经营 主体 为 旅行社 旅行社 的 服务 内容 包括 交通 餐饮 游览 导游 旅游者 以 总价 支付 旅游 费用 划清 合法 一日游 经营 与 非法 一日游 经营 的 区别 同时 在 第五十三条 集中 列举 了 NUM 类 非法 一日游 经营 行为 并 做出 禁止性 规定 禁止 的 经营 主体 为 任何 单位 和 个人 禁止 的 行为 包括 一未 取得 旅行社 经营 许可 旅游 客运 经营 许可 导游证 从事 一日游 经营 服务 活动 即 通常 所说 的 黑车 黑社 黑导 二 擅自 在 公共 场 散发 悬挂 张贴 一日游 产品 广告 三 冒用 旅行社 旅游 集散中心 公交 客运 企业 名义 利用 公交站 牌 互联网 旅游 地图 等 媒介 或者 在 旅馆 车站 等 公共场所 发布 一日游 虚假 信息 非法 揽客 四以 不合理 低价 非法 揽客 并 在 旅游 行程 中向 旅游者 索要 合同 约定 以外 的 费用 诱骗 强迫 或者 变相 强迫 旅游者 参加 购物 活动 即 低价 揽客 二次 加价 和 强买强卖 五 擅自 变更 行程 或者 中止 服务 甩团 甩 客六 追逐 拦截 旅游者 索要 财物
1429,《条例》强化旅行社责任，规定对旅行社组织的团队旅游实行电子行程单管理，以屏蔽非法经营者。规定旅行社应当在旅游合同中明示游览景区或景点的具体名称，解决长期以来存在的类似以水关、居庸关长城等代替世界文化遗产八达岭长城的问题。旅游者在旅行社或导游安排的购物场所购物，合法权益受到损害的，由旅行社负责处理并承担先行赔付义务。规定旅游客运车辆应当配备卫星定位装置和内部监控设施，并保障正常使用，为政府部门利用电子行程单和车辆运行轨迹实现在线监控创造条件，为现场执法人员实施检查提供依据。,1,条例 强化 旅行社 责任 规定 对 旅行社 组织 的 团队 旅游 实行 电子 行程 单 管理 以 屏蔽 非法 经营者 规定 旅行社 应当 在 旅游 合同 中 明示 游览 景区 或 景点 的 具体 名称 解决 长期以来 存在 的 类似 以 水关 居庸关 长城 等 代替 世界 文化遗产 八达岭长城 的 问题 旅游者 在 旅行社 或 导游 安排 的 购物 场所 购物 合法权益 受到 损害 的 由 旅行社 负责 处理 并 承担 先行 赔付 义务 规定 旅游 客运车辆 应当 配备 卫星 定位 装置 和 内部 监控 设施 并 保障 正常 使用 为 政府部门 利用 电子 行程 单 和 车辆 运行 轨迹 实现 在线 监控 创造条件 为 现场 执法人员 实施 检查 提供 依据
1430,北京市旅游发展委员会副主任安金明表示，“未来，将以市政府成立环境、食药和旅游安保总队为契机，特别是以旅游警察支队为综合执法的中坚力量，进一步推动‘一日游’过程中涉及的人、车、店各方面的综合执法。”,1,北京市 旅游 发展 委员会 副 主任 安金明 表示 未来 将 以 市政府 成立 环境 食药 和 旅游 安保 总队 为 契机 特别 是 以 旅游 警察 支队 为 综合执法 的 中坚力量 进一步 推动 一日游 过程 中 涉及 的 人 车店 各 方面 的 综合执法
1431,此外，《条例》还将规范民宿发展作为重要内容，并在旅游经营一章中设“民宿”专节进行规定。宋宇介绍，一是明确民宿的概念，规定民宿是指城乡居民利用拥有所有权或者使用权的住宅，为旅游者提供住宿服务的经营场所，确立住宅性质的房屋从事住宿经营的合法性。二是明确开展民宿经营应当办理工商登记，遵守国家和本市有关民宿管理规定，解决民宿市场准入问题，并与国家和本市已经出台或将要出台的规定做好衔接。三是明确市区政府规范引导民宿发展和鼓励支持乡村民宿发展的责任。四是按照“放管服”的改革要求，规定市人民政府有关部门分别制定城区和乡村民宿的具体管理规定；相关政府部门履行服务指导和监督管理责任。五是在“旅游规划和促进”一章明确发展乡村旅游的要求，为乡村民宿发展创造良好外部环境。,1,此外 条例 还 将 规范 民宿 发展 作为 重要 内容 并 在 旅游 经营 一章 中设 民宿 专节 进行 规定 宋宇 介绍 一是 明确 民宿 的 概念 规定 民宿 是 指 城乡居民 利用 拥有 所有权 或者 使用权 的 住宅 为 旅游者 提供 住宿服务 的 经营场所 确立 住宅 性质 的 房屋 从事 住宿 经营 的 合法性 二是 明确 开展 民宿 经营 应当 办理 工商登记 遵守 国家 和 本市 有关 民宿 管理 规定 解决 民宿 市场准入 问题 并 与 国家 和 本市 已经 出台 或 将要 出台 的 规定 做好 衔接 三是 明确 市区 政府 规范 引导 民宿 发展 和 鼓励 支持 乡村 民宿 发展 的 责任 四是 按照 放管服 的 改革 要求 规定 市 人民政府 有关 部门 分别 制定 城区 和 乡村 民宿 的 具体 管理 规定 相关 政府部门 履行 服务 指导 和 监督管理 责任 五是 在 旅游 规划 和 促进 一章 明确 发展 乡村 旅游 的 要求 为 乡村 民宿 发展 创造 良好 外部环境
1432,北京市政府法制办王鸿剑表示，城区和乡村民宿的具体管理规定将涉及4部分内容：“一是民宿的基本经营条件，包括房屋安全、消防应急、公共卫生、食品安全等；二是要求民宿经营者取得合法地位，即进行工商登记；三是对民宿经营行为的规范，包括住宿登记、保护旅游者个人隐私和信息安全，明码实价，公平交易等；四是做好政府服务，相关部门要按照简化程序，便民利民、确保安全的原则，做好民宿经营的指导和服务工作，促进北京民宿业的健康发展。”据悉，北京城区和乡村民宿的具体管理规定，将不晚于2018年8月1日出台实施。,1,北京市政府 法制办 王鸿剑 表示 城区 和 乡村 民宿 的 具体 管理 规定 将 涉及 NUM 部分 内容 一是 民宿 的 基本 经营 条件 包括 房屋 安全 消防 应急 公共卫生 食品安全 等 二 是 要求 民宿 经营者 取得 合法 地位 即 进行 工商登记 三是 对 民宿 经营 行为 的 规范 包括 住宿 登记 保护 旅游者 个人隐私 和 信息安全 明码 实价 公平交易 等 四 是 做好 政府 服务 相关 部门 要 按照 简化 程序 便民利民 确保安全 的 原则 做好 民宿 经营 的 指导 和 服务 工作 促进 北京 民宿 业 的 健康 发展 据悉 北京 城区 和 乡村 民宿 的 具体 管理 规定 将 不 晚于 NUM 年 NUM 月 NUM 日 出台 实施
1433,中国青年报·中青在线记者齐征来源：中国青年报（2017年07月13日06版）,1,中国青年报 中 青 在线 记者 齐征 来源 中国青年报 NUM 年 NUM 月 NUM 日 NUM 版
1434,岁末年初，正值三亚旅游旺季。为提高旅游服务水平，让游客享受更优的旅游环境，三亚持续开展明查暗访行动，从严查处旅游违法违规行为为。12月26日晚，三亚市民游客中心再次通报三起旅游违法违规案件。,1,岁末年初 正值 三亚旅游 旺季 为 提高 旅游 服务水平 让 游客 享受 更优 的 旅游 环境 三亚 持续 开展 明查暗访 行动 从严 查处 旅游 违法 违规行为 为 NUM 月 NUM 日晚 三亚 市民 游客 中心 再次 通报 三起 旅游 违法 违规 案件
1435,海口大巴车跨界到三亚“抢业务”,0,海口 大巴车 跨界 到 三亚 抢 业务
1436,针对近期出现外地“黑车”跑到三亚运营的情况，引起三亚政府部门高度关注。12月25日晚，三亚两名旅游警察在市内各区域进行巡查时，在南边海海上巴士码头发现一辆挂着琼A车牌的大巴车十分可疑，许多游客参加夜游三亚湾活动后下船，陆续登上大巴车。旅游警察拦下大巴车，并对司机进行调查，司机无法提供相关手续。,1,针对 近期 出现 外地 黑车 跑 到 三亚 运营 的 情况 引起 三亚 政府部门 高度 关注 NUM 月 NUM 日晚 三亚 两名 旅游 警察 在 市内 各 区域 进行 巡查 时 在 南边 海 海上 巴士 码头 发现 一辆 挂 着 琼 ENG 车牌 的 大巴车 十分 可疑 许多 游客 参加 夜游 三亚湾 活动 后 下船 陆续 登上 大巴车 旅游 警察 拦下 大巴车 并 对 司机 进行 调查 司机 无法 提供 相关 手续
1437,旅游警察随后联系三亚12301旅游服务热线，12301指派交通执法人员赶到现场核查，发现该大巴车是海口一日游车辆，只能在海口范围营运，不能超越经营许可跨区域营运，同时司机也无法提供派车手续。,1,旅游 警察 随后 联系 三亚 NUM 旅游 服务 热线 NUM 指派 交通 执法人员 赶到 现场 核查 发现 该 大巴车 是 海口 一日游 车辆 只能 在 海口 范围 营运 不能 超越 经营 许可 跨 区域 营运 同时 司机 也 无法 提供 派 车 手续
1438,本着让游客满意的原则，执法人员并未马上暂扣车辆，而是陪同司机将41名游客送回酒店，然后再将大巴车查扣停车场。目前，案件正在进一步调查处理中。,1,本着 让 游客 满意 的 原则 执法人员 并未 马上 暂扣 车辆 而是 陪同 司机 将 NUM 名 游客 送回 酒店 然后 再 将 大巴车 查扣 停车场 目前 案件 正在 进一步 调查 处理 中
1439,租车公司经营旅行社业务被调查,1,租车 公司 经营 旅行社 业务 被 调查
1440,12月26日上午，12301旅游服务热线接到市民投诉，称在三亚湾金凤凰海景酒店大堂内有一家没有营业许可证的旅行社，经营一日游及黑车租赁业务，希望旅游部门核查处理。,1,NUM 月 NUM 日 上午 NUM 旅游 服务 热线 接到 市民 投诉 称 在 三亚湾 金凤凰 海景 酒店 大堂 内有 一家 没有 营业 许可证 的 旅行社 经营 一日游 及 黑车 租赁 业务 希望 旅游 部门 核查 处理
1441,接到投诉后，三亚市旅游质监局立即安排执法人员赶到现场看到，金凤凰海景酒店大堂内一处迎宾台上写着“旅游包车一日游”的广告，一名工作人员坐在迎宾台后等候客人报名，服务项目有汽车租赁、代驾、旅游包车、豪华精品游、旅游行程规划、三亚一日游、接送机服务。,1,接到 投诉 后 三亚市 旅游 质监局 立即 安排 执法人员 赶到 现场 看到 金凤凰 海景 酒店 大堂 内 一处 迎宾 台上 写 着 旅游 包车 一日游 的 广告 一名 工作人员 坐在 迎宾 台后 等候 客人 报名 服务项目 有 汽车 租赁 代驾 旅游 包车 豪华 精品 游 旅游 行程 规划 三亚 一日游 接送 机 服务
1442,执法人员查看其营业执照发现，这竟然是一家汽车租赁公司，经营范围包括汽车租赁、景区门票、商务接待等，执照上注明一般经营项目自主经营，许可经营项目须凭相关许可证或批准文件经营，而三亚一日游等旅行社业务正是许可经营项目。目前，三亚市旅游质监局已对三亚捷骏汽车租赁公司立案调查。,1,执法人员 查看 其 营业执照 发现 这 竟然 是 一家 汽车 租赁 公司 经营范围 包括 汽车 租赁 景区 门票 商务 接待 等 执照 上 注明 一般 经营项目 自主经营 许可 经营项目 须 凭 相关 许可证 或 批准 文件 经营 而 三亚 一日游 等 旅行社 业务 正是 许可 经营项目 目前 三亚市 旅游 质监局 已 对 三亚 捷骏 汽车 租赁 公司 立案 调查
1443,一旅行社未办理报备手续被责令停业,1,一 旅行社 未办理 报备 手续 被 责令 停业
1444,12月26日下午，12301服务热线接到市民举报称，大东海海花路银泰酒店旁的阳光巴士一日游，所有的旅行社业务不是由旅行社安排导游带团，而是由员工揽客后私自转卖，希望相关部门予以查处。,0,NUM 月 NUM 日 下午 NUM 服务 热线 接到 市民 举报 称 大东海 海花路 银泰 酒店 旁 的 阳光 巴士 一日游 所有 的 旅行社 业务 不是 由 旅行社 安排 导游 带团 而是 由 员工 揽客 后 私自 转卖 希望 相关 部门 予以 查处
1445,接到投诉后，三亚市旅游质监局执法人员来到现场调查，发现一个集装箱做的小亭子里，一名男子正在承接旅行报团业务。执法人员检查发现，工作人员提供了经营旅行社的手续，但无法提供经营网点报备手续。按照规定，旅行社开设门市店和服务网点必须到政务中心旅游委服务窗口办理报备手续，未办理报备手续不得开门营业。执法人员现场责令该旅游接待点停止营业，待办理报备手续后才能对外营业。,1,接到 投诉 后 三亚市 旅游 质监局 执法人员 来到 现场 调查 发现 一个 集装箱 做 的 小 亭子 里 一名 男子 正在 承接 旅行 报团 业务 执法人员 检查 发现 工作人员 提供 了 经营 旅行社 的 手续 但 无法 提供 经营 网点 报备 手续 按照 规定 旅行社 开设 门市 店 和 服务 网点 必须 到 政务 中心 旅游委 服务 窗口 办理 报备 手续 未办理 报备 手续 不得 开门 营业 执法人员 现场 责令 该 旅游 接待点 停止 营业 待 办理 报备 手续 后 才能 对外 营业
1446,中国青年网北京11月20日电昨天，工业和信息化部发布了关于印发《国家工业遗产管理暂行办法》的通知(下称《办法》)。《办法》提出支持有条件的地区和企业依托国家工业遗产建设工业博物馆;支持和鼓励利用国家工业遗产资源开发工业旅游项目，建设工业文化产业园区、特色小镇(街区)、创新创业基地等。,1,中国 青年网 北京 NUM 月 NUM 日电 昨天 工业 和 信息化 部 发布 了 关于 印发 国家 工业 遗产 管理 暂行办法 的 通知 下称 办法 办法 提出 支持 有 条件 的 地区 和 企业 依托 国家 工业 遗产 建设 工业 博物馆 支持 和 鼓励 利用 国家 工业 遗产 资源 开发 工业 旅游 项目 建设 工业 文化产业 园区 特色 小镇 街区 创新 创业 基地 等
1447,《办法》明确，国家工业遗产核心物项是指代表国家工业遗产主要特征的物质遗存和非物质遗存。其中物质遗存包括作坊、车间、厂房、管理和科研场所、矿区等生产储运设施，以及与之相关的生活设施和生产工具、机器设备、产品、档案等;非物质遗存包括生产工艺知识、管理制度、企业文化等。,1,办法 明确 国家 工业 遗产 核心 物项 是 指 代表 国家 工业 遗产 主要 特征 的 物质 遗存 和 非 物质 遗存 其中 物质 遗存 包括 作坊 车间 厂房 管理 和 科研 场所 矿区 等 生产 储运 设施 以及 与 之 相关 的 生活 设施 和 生产工具 机器设备 产品 档案 等 非 物质 遗存 包括 生产工艺 知识 管理制度 企业 文化 等
1448,《办法》规定，要工业特色鲜明，在中国历史或行业历史上有标志性意义，见证了本行业在世界或中国的发端、对中国历史或世界历史有重要影响、与中国社会变革或重要历史事件及人物密切相关;工业生产技术重大变革具有代表性，反映某行业、地域或某个历史时期的技术创新、技术突破，对后续科技发展产生重要影响;具备丰富的工业文化内涵，对当时社会经济和文化发展有较强的影响力，反映了同时期社会风貌，在社会公众中拥有广泛认同;其规划、设计、工程代表特定历史时期或地域的风貌特色，对工业美学产生重要影响;具备良好的保护和利用工作基础等五项条件。,1,办法 规定 要 工业 特色 鲜明 在 中国 历史 或 行业 历史 上 有 标志性 意义 见证 了 本行业 在 世界 或 中国 的 发端 对 中国 历史 或 世界 历史 有 重要 影响 与 中国 社会变革 或 重要 历史 事件 及 人物 密切相关 工业生产 技术 重大 变革 具有 代表性 反映 某 行业 地域 或 某个 历史 时期 的 技术创新 技术 突破 对 后续 科技 发展 产生 重要 影响 具备 丰富 的 工业 文化 内涵 对 当时 社会 经济 和 文化 发展 有 较 强 的 影响力 反映 了 同 时期 社会 风貌 在 社会公众 中 拥有 广泛 认同 其 规划设计 工程 代表 特定 历史 时期 或 地域 的 风貌 特色 对 工业 美学 产生 重要 影响 具备 良好 的 保护 和 利用 工作 基础 等 五项 条件
1449,根据《办法》，支持有条件的地区和企业依托国家工业遗产建设工业博物馆，发掘整理各类遗存，完善工业博物馆的收藏、保护、研究、展示和教育功能;支持利用国家工业遗产资源，开发具有生产流程体验、历史人文与科普教育、特色产品推广等功能的工业旅游项目，完善基础设施和配套服务，打造具有地域和行业特色的工业旅游线路;鼓励利用国家工业遗产资源，建设工业文化产业园区、特色小镇(街区)、创新创业基地等，培育工业设计、工艺美术、工业创意等业态。,1,根据 办法 支持 有 条件 的 地区 和 企业 依托 国家 工业 遗产 建设 工业 博物馆 发掘 整理 各类 遗存 完善 工业 博物馆 的 收藏 保护 研究 展示 和 教育 功能 支持 利用 国家 工业 遗产 资源 开发 具有 生产流程 体验 历史 人文 与 科普 教育 特色 产品 推广 等 功能 的 工业 旅游 项目 完善 基础设施 和 配套 服务 打造 具有 地域 和 行业 特色 的 工业 旅游 线路 鼓励 利用 国家 工业 遗产 资源 建设 工业 文化产业 园区 特色 小镇 街区 创新 创业 基地 等 培育 工业 设计 工艺美术 工业 创意 等 业态
1450,此外，《办法》鼓励和支持公民、法人和社会机构通过科研、科普、教育、捐赠、公益活动、设立基金等多种方式参与国家工业遗产保护利用工作。,1,此外 办法 鼓励 和 支持 公民 法人 和 社会 机构 通过 科研 科普 教育 捐赠 公益活动 设立 基金 等 多种 方式 参与 国家 工业 遗产 保护 利用 工作
1451,11月19日-20日，以“齐天圣地·良橙橘日”为主题的第四届海峡两岸（福建顺昌）齐天大圣文化交流暨第二届柑橘产业发展大会，在顺昌竹乡广场举办。,1,NUM 月 NUM 日 NUM 日以 齐天圣 地良橙橘 日 为 主题 的 第四届 海峡两岸 福建 顺昌 齐天大圣 文化交流 暨 第二届 柑橘 产业 发展 大会 在 顺昌 竹乡 广场 举办
1452,此次活动由顺昌县委、县政府、福建省广播影视集团海峡电视台主办，中华全国体育总会联络部、福建省体育总会、福建省社会体育指导中心、福建省品牌建设促进会、南平市体育总会等单位协办。,1,此次 活动 由 顺昌 县委 县政府 福建省 广播 影视 集团 海峡 电视台 主办 中华全国体育总会 联络部 福建省 体育 总会 福建省 社会 体育 指导 中心 福建省 品牌 建设 促进会 南平市 体育 总会 等 单位 协办
1453,顺昌县县长余向红说：“齐天大圣是美与善的象征，代表了老百姓对明天的憧憬。2009年举办了首届海峡两岸（福建顺昌）齐天大圣文化旅游节，之后陆陆续续都有举办一些重大活动，去年举办了首届国际柑橘艺术节，不仅有效提升了顺昌齐天大圣文化的知名度，扩大了顺昌齐天大圣文化的影响力，也进一步促进了两岸民间文化的交流合作，推动了顺昌地方文化旅游产业的发展。”,1,顺昌县 县长 余向 红 说 齐天大圣 是 美 与 善 的 象征 代表 了 老百姓 对 明天 的 憧憬 NUM 年 举办 了 首届 海峡两岸 福建 顺昌 齐天大圣 文化 旅游节 之后 陆陆续续 都 有 举办 一些 重大 活动 去年 举办 了 首届 国际 柑橘 艺术节 不仅 有效 提升 了 顺昌 齐天大圣 文化 的 知名度 扩大 了 顺昌 齐天大圣 文化 的 影响力 也 进一步 促进 了 两岸 民间文化 的 交流 合作 推动 了 顺昌 地方 文化 旅游 产业 的 发展
1454,福州大学教授、福建文史研究馆研究员、大圣文化研究专家王枝忠说：“国内还没有哪个地方像顺昌这样，有起始这么久远、传承这么完整、影响又这么广泛的齐天大圣信俗。”,1,福州大学 教授 福建 文史 研究 馆 研究员 大圣 文化 研究 专家 王枝忠 说 国内 还 没有 哪个 地方 像 顺昌 这样 有 起始 这么 久远 传承 这么 完整 影响 又 这么 广泛 的 齐天大圣 信俗
1455,台中玄天宫的副主委陈明辉说：“台湾的齐天大圣信俗最早是由郑成功迁台时，从顺昌、从闽北引进，目前全台的信众约三百万人，宫庙遍布全台，在台湾民间，齐天大圣聪明忠义的形象，使它成为小孩子们的守护者。现在，齐天大圣信俗也成为了连接台湾与大陆之间一条重要的文化桥梁。”,1,台中玄 天宫 的 副 主委 陈明辉 说 台湾 的 齐天大圣 信俗 最早 是 由 郑成功 迁台 时 从 顺昌 从 闽北 引进 目前 全台 的 信众 约 三百万 人宫庙 遍布 全台 在 台湾 民间 齐天大圣 聪明 忠义 的 形象 使 它 成为 小孩子 们 的 守护者 现在 齐天大圣 信俗 也 成为 了 连接 台湾 与 大陆 之间 一条 重要 的 文化 桥梁
1456,在随后的授牌仪式上，福建省摄影家协会副主席吴寿华将福建省首批十大摄影目的地授予了顺昌。开幕式结束后，由顺昌县齐天大圣信俗文化交流协会举行了齐天大圣民间祭祀活动表演。来自大陆、台湾、香港的各界人士、齐天大圣信众代表和八方客商、游客参加了此次活动。,1,在 随后 的 授牌 仪式 上 福建省 摄影家 协会 副 主席 吴寿华 将 福建省 首批 十大 摄影 目的地 授予 了 顺昌 开幕式 结束 后 由 顺昌县 齐天大圣 信俗 文化交流 协会 举行 了 齐天大圣 民间 祭祀 活动 表演 来自 大陆 台湾 香港 的 各界人士 齐天大圣 信众 代表 和 八方 客商 游客 参加 了 此次 活动
1457,中国网2月17日讯贵州省统计局昨日发布了2016贵州服务业发展报告，报告显示2016年，在金融业，交通运输、仓储和邮政业等行业较快增长的带动下，贵州服务业实现平稳较快增长，为经济持续较快增长做出了重要贡献。,1,中国 网 NUM 月 NUM 日讯 贵州省 统计局 昨日 发布 了 NUM 贵州 服务业 发展 报告 报告 显示 NUM 年 在 金融业 交通运输 仓储 和 邮政 业等 行业 较 快 增长 的 带动 下 贵州 服务业 实现 平稳 较 快 增长 为 经济 持续 较 快 增长 做出 了 重要 贡献
1458,2016年，贵州省服务业克服经济下行压力，保持较快增长，实现增加值5251.15亿元，比上年同期增长11.5%，增速比上年加快0.4个百分点，增速居全国前列，超额完成了年初制定的5135亿元总量目标任务和11%的增速目标任务。,1,NUM 年 贵州省 服务业 克服 经济 下行 压力 保持 较 快 增长 实现 增加值 NUM 亿元 比 上年 同期 增长 NUM 增速 比 上年 加快 NUM 个 百分点 增速 居 全国 前列 超额完成 了 年初 制定 的 NUM 亿元 总量 目标 任务 和 NUM 的 增速 目标 任务
1459,分行业总量看，非营利性服务业，交通运输、仓储和邮政业，营利性服务业，批发和零售业等四大行业在服务业各行业中总量相对较大，分别实现增加值1283.05亿元、987.47亿元、809.32亿元和732.71亿元，占贵州省服务业增加值的比重分别为24.4%、18.8%、15.4%和14.0%。,1,分行业 总量 看 非营利性 服务业 交通运输 仓储 和 邮政 业 营利性 服务业 批发 和 零售业 等 四大 行业 在 服务业 各 行业 中 总量 相对 较大 分别 实现 增加值 NUM 亿元 NUM 亿元 NUM 亿元 和 NUM 亿元 占 贵州省 服务业 增加值 的 比重 分别 为 NUM NUM NUM 和 NUM
1460,分行业增速看，服务业七个主要行业中五个行业实现两位数增长，呈现齐头并进、竞相发展的局面，其中，营利性服务业比上年增长17.7%、金融业增长13.5%，住宿和餐饮业增长10.9%，均超过GDP增速。,1,分行业 增速 看 服务业 七个 主要 行业 中 五个 行业 实现 两位数 增长 呈现 齐头并进 竞相 发展 的 局面 其中 营利性 服务业 比 上年 增长 NUM 金融业 增长 NUM 住宿 和 餐饮业 增长 NUM 均 超过 ENG 增速
